Commodity,Country,Category,YearNum,FoodValue
Refined vegetable oils,ITALY,VegetablesOil,2008,629.6
Refined vegetable oils,SPAIN,VegetablesOil,2008,197.8
Refined vegetable oils,MEXICO,VegetablesOil,2008,40.7
Refined vegetable oils,TURKEY,VegetablesOil,2008,14.5
Olive oil,SPAIN,VegetablesOil,2008,192.1
Olive oil,ITALY,VegetablesOil,2008,618.9
Olive oil,TUNISIA,VegetablesOil,2008,96.9
Olive oil,TURKEY,VegetablesOil,2008,13.3
Olive oil,GREECE,VegetablesOil,2008,19.3
Tropical oils,INDONESIA,VegetablesOil,2008,239.7
Tropical oils,PHILIPPINES,VegetablesOil,2008,469.9
Tropical oils,MALAYSIA,VegetablesOil,2008,1194.1
Tropical oils,COLOMBIA,VegetablesOil,2008,16.9
Tropical oils,SRI LANKA,VegetablesOil,2008,1.8
Tropical oils,MEXICO,VegetablesOil,2008,2.3
Oilseeds,CANADA,VegetablesOil,2008,733.5
Oilseeds,BRAZIL,VegetablesOil,2008,0.8
Oilseeds,ARGENTINA,VegetablesOil,2008,13.1
Oilseeds,CHILE,VegetablesOil,2008,8.8
Oilseeds,INDIA,VegetablesOil,2008,76.7
Oilseeds,BULGARIA,VegetablesOil,2008,0.9
"Sugar, cane and beet",MEXICO,Sweets,2008,423.7
"Sugar, cane and beet",BRAZIL,Sweets,2008,96.3
"Sugar, cane and beet",GUATEMALA,Sweets,2008,175.7
"Sugar, cane and beet",EL SALVADOR,Sweets,2008,65.2
"Sugar, cane and beet",COLOMBIA,Sweets,2008,15.3
"Sugar, cane and beet",DOMINICAN REPUBLIC,Sweets,2008,73.7
"Sugar, cane and beet",AUSTRALIA,Sweets,2008,51
Other sweeteners and syrups,CANADA,Sweets,2008,293.7
Other sweeteners and syrups,MEXICO,Sweets,2008,24.1
Other sweeteners and syrups,INDIA,Sweets,2008,30.7
Other sweeteners and syrups,ARGENTINA,Sweets,2008,29.5
Other sweeteners and syrups,BRAZIL,Sweets,2008,34.9
Other sweeteners and syrups,NEW ZEALAND,Sweets,2008,2.2
Confections,MEXICO,Sweets,2008,356.4
Confections,CANADA,Sweets,2008,388.2
Confections,"GERMANY, FED. REPUBLIC",Sweets,2008,36.2
Confections,TURKEY,Sweets,2008,26.6
Confections,SPAIN,Sweets,2008,27.5
Confections,CHINA (MAINLAND),Sweets,2008,122.7
Confections,SWITZERLAND,Sweets,2008,19.4
Confections,THAILAND,Sweets,2008,19.6
Cocoa beans,IVORY COAST,Cocoa,2008,534
Cocoa beans,ECUADOR,Cocoa,2008,95.2
Cocoa beans,GHANA,Cocoa,2008,10
Cocoa beans,DOMINICAN REPUBLIC,Cocoa,2008,28.6
Cocoa beans,PAPUA NEW GUINEA,Cocoa,2008,42.2
Cocoa beans,NIGERIA,Cocoa,2008,34.3
"Cocoa paste, butter, and powder",IVORY COAST,Cocoa,2008,80.7
"Cocoa paste, butter, and powder",INDONESIA,Cocoa,2008,138.5
"Cocoa paste, butter, and powder",MALAYSIA,Cocoa,2008,255.2
"Cocoa paste, butter, and powder",NETHERLANDS,Cocoa,2008,119.2
"Cocoa paste, butter, and powder",GHANA,Cocoa,2008,5.8
"Cocoa paste, butter, and powder",ECUADOR,Cocoa,2008,19.7
"Cocoa paste, butter, and powder",CANADA,Cocoa,2008,15.8
"Cocoa paste, butter, and powder",SPAIN,Cocoa,2008,12.8
Chocolate,CANADA,Cocoa,2008,742.5
Chocolate,MEXICO,Cocoa,2008,167.2
Chocolate,BELGIUM,Cocoa,2008,86.9
Chocolate,"GERMANY, FED. REPUBLIC",Cocoa,2008,68.1
Chocolate,POLAND,Cocoa,2008,15.7
Chocolate,ITALY,Cocoa,2008,35.7
Chocolate,SWITZERLAND,Cocoa,2008,55.9
Chocolate,CROATIA,Cocoa,2008,1.3
"Sauces, soups, prepared foods",SINGAPORE,Other,2008,5.9
"Sauces, soups, prepared foods",CANADA,Other,2008,953.6
"Sauces, soups, prepared foods",ITALY,Other,2008,178.5
"Sauces, soups, prepared foods",MEXICO,Other,2008,246.4
"Sauces, soups, prepared foods",CHINA (MAINLAND),Other,2008,122.3
"Sauces, soups, prepared foods",THAILAND,Other,2008,159
"Sauces, soups, prepared foods","GERMANY, FED. REPUBLIC",Other,2008,60.1
"Sauces, soups, prepared foods",SOUTH KOREA,Other,2008,52.4
Essential oils,IRELAND,Other,2008,2000.8
Essential oils,BRAZIL,Other,2008,44.8
Essential oils,MEXICO,Other,2008,38.1
Essential oils,INDIA,Other,2008,146.3
Essential oils,FRANCE,Other,2008,70.6
Essential oils,CANADA,Other,2008,49.6
Essential oils,ITALY,Other,2008,15.8
Essential oils,CHINA (MAINLAND),Other,2008,44.9
Animal and other fats,CANADA,Other,2008,205.2
Animal and other fats,AUSTRALIA,Other,2008,0.6
Animal and other fats,BRAZIL,Other,2008,0.5
Animal and other fats,MEXICO,Other,2008,16.4
Animal and other fats,VIETNAM,Other,2008,0
Animal and other fats,URUGUAY,Other,2008,0
Animal and other fats,ARGENTINA,Other,2008,11.2
Animal and other fats,NORWAY,Other,2008,50.9
Other edible products,INDIA,Other,2008,236.2
Other edible products,CHINA (MAINLAND),Other,2008,135
Other edible products,CANADA,Other,2008,90.2
Other edible products,MEXICO,Other,2008,95.8
Other edible products,FRANCE,Other,2008,71.7
Other edible products,SPAIN,Other,2008,41.5
Other edible products,ITALY,Other,2008,18.8
Other edible products,"GERMANY, FED. REPUBLIC",Other,2008,76.4
Wine,FRANCE,Beverages,2008,1415.8
Wine,ITALY,Beverages,2008,1309.1
Wine,NEW ZEALAND,Beverages,2008,145.5
Wine,SPAIN,Beverages,2008,285.2
Wine,AUSTRALIA,Beverages,2008,693.9
Wine,ARGENTINA,Beverages,2008,183.6
Wine,CANADA,Beverages,2008,11.6
Malt beer,MEXICO,Beverages,2008,1567
Malt beer,NETHERLANDS,Beverages,2008,1055.1
Malt beer,IRELAND,Beverages,2008,157
Malt beer,CANADA,Beverages,2008,294.6
Malt beer,"GERMANY, FED. REPUBLIC",Beverages,2008,135.9
Malt beer,BELGIUM,Beverages,2008,146
Malt beer,ITALY,Beverages,2008,25
Nonalcoholic beverages,MEXICO,Beverages,2008,263.8
Nonalcoholic beverages,CANADA,Beverages,2008,130.9
Nonalcoholic beverages,ITALY,Beverages,2008,111.8
Nonalcoholic beverages,AUSTRIA,Beverages,2008,326.5
Nonalcoholic beverages,SWITZERLAND,Beverages,2008,430.4
Nonalcoholic beverages,FRANCE,Beverages,2008,112
Liquors and liqueurs,MEXICO,Beverages,2008,612.8
Liquors and liqueurs,FRANCE,Beverages,2008,1457.7
Liquors and liqueurs,UNITED KINGDOM,Beverages,2008,1068.6
Liquors and liqueurs,CANADA,Beverages,2008,290.6
Liquors and liqueurs,NETHERLANDS,Beverages,2008,206.7
Liquors and liqueurs,IRELAND,Beverages,2008,286.6
Liquors and liqueurs,ITALY,Beverages,2008,139.8
Liquors and liqueurs,SWEDEN,Beverages,2008,402.4
"Bovine animals, live",CANADA,Animals,2009,931.9
"Bovine animals, live",MEXICO,Animals,2009,381
"Swine, live",CANADA,Animals,2009,285.5
"Sheep and goats, live",CANADA,Animals,2009,0
Live poultry,CANADA,Animals,2009,27.1
Bird eggs,CANADA,Animals,2009,18.9
Bird eggs,UNITED KINGDOM,Animals,2009,0.1
Bird eggs,NETHERLANDS,Animals,2009,0
Bird eggs,CHINA (MAINLAND),Animals,2009,3.9
Bird eggs,THAILAND,Animals,2009,1.1
Bird eggs,TURKEY,Animals,2009,0
Bird eggs,TAIWAN,Animals,2009,2.4
Fresh or chilled red meats,CANADA,Meats,2009,1210
Fresh or chilled red meats,MEXICO,Meats,2009,117.1
Fresh or chilled red meats,AUSTRALIA,Meats,2009,169.3
Fresh or chilled red meats,NICARAGUA,Meats,2009,18.2
Fresh or chilled red meats,NEW ZEALAND,Meats,2009,6.1
Fresh or chilled red meats,ARGENTINA,Meats,2009,0
Frozen red meats and parts,AUSTRALIA,Meats,2009,669
Frozen red meats and parts,NEW ZEALAND,Meats,2009,469.7
Frozen red meats and parts,BRAZIL,Meats,2009,0
Frozen red meats and parts,CANADA,Meats,2009,164.1
Frozen red meats and parts,MEXICO,Meats,2009,17.1
Frozen red meats and parts,URUGUAY,Meats,2009,79.2
Fowl and other meats,CHILE,Meats,2009,21.9
Fowl and other meats,CANADA,Meats,2009,134
Fowl and other meats,NEW ZEALAND,Meats,2009,9.2
Fowl and other meats,CHINA (MAINLAND),Meats,2009,18.9
Prepared meats,CANADA,Meats,2009,239.2
Prepared meats,BRAZIL,Meats,2009,255.3
Prepared meats,ITALY,Meats,2009,53.6
Prepared meats,MEXICO,Meats,2009,30.1
Prepared meats,URUGUAY,Meats,2009,12.3
Prepared meats,POLAND,Meats,2009,36.3
Prepared meats,SPAIN,Meats,2009,11.2
Prepared meats,NEW ZEALAND,Meats,2009,25.1
"Whole fish--fresh, chilled, or frozen",CANADA,Fish,2009,547.8
"Whole fish--fresh, chilled, or frozen",NORWAY,Fish,2009,38.2
"Whole fish--fresh, chilled, or frozen",CHILE,Fish,2009,36.9
"Whole fish--fresh, chilled, or frozen",MEXICO,Fish,2009,53.9
"Whole fish--fresh, chilled, or frozen",FAROE ISLANDS,Fish,2009,55.1
"Whole fish--fresh, chilled, or frozen",CHINA (MAINLAND),Fish,2009,99.7
Fish fillets and mince,CHILE,Fish,2009,591.3
Fish fillets and mince,CHINA (MAINLAND),Fish,2009,1165.8
Fish fillets and mince,NORWAY,Fish,2009,237.9
Fish fillets and mince,VIETNAM,Fish,2009,146.5
Fish fillets and mince,INDONESIA,Fish,2009,170.5
Fish fillets and mince,CANADA,Fish,2009,221
"Shellfish, fresh or frozen",CANADA,Fish,2009,955.2
"Shellfish, fresh or frozen",INDIA,Fish,2009,166.5
"Shellfish, fresh or frozen",ECUADOR,Fish,2009,326.1
"Shellfish, fresh or frozen",INDONESIA,Fish,2009,423.8
"Shellfish, fresh or frozen",VIETNAM,Fish,2009,333.5
"Shellfish, fresh or frozen",ARGENTINA,Fish,2009,21.5
"Shellfish, fresh or frozen",MEXICO,Fish,2009,350.5
"Shellfish, fresh or frozen",JAPAN,Fish,2009,100
Prepared fish and shellfish,THAILAND,Fish,2009,1105.9
Prepared fish and shellfish,INDONESIA,Fish,2009,286.8
Prepared fish and shellfish,VIETNAM,Fish,2009,160.4
Prepared fish and shellfish,INDIA,Fish,2009,45.8
Prepared fish and shellfish,CANADA,Fish,2009,281.4
Prepared fish and shellfish,CHINA (MAINLAND),Fish,2009,519.5
Prepared fish and shellfish,ECUADOR,Fish,2009,89.3
Prepared fish and shellfish,MEXICO,Fish,2009,38.1
Fresh vegetables,MEXICO,Vegetables,2009,2844.5
Fresh vegetables,CANADA,Vegetables,2009,848.2
Fresh vegetables,PERU,Vegetables,2009,197.5
Fresh vegetables,GUATEMALA,Vegetables,2009,54.4
Fresh vegetables,COSTA RICA,Vegetables,2009,68.6
Fresh vegetables,CHINA (MAINLAND),Vegetables,2009,75.5
Frozen vegetables,MEXICO,Vegetables,2009,268.3
Frozen vegetables,CANADA,Vegetables,2009,118.5
Frozen vegetables,GUATEMALA,Vegetables,2009,54.7
Frozen vegetables,CHINA (MAINLAND),Vegetables,2009,73.7
Frozen vegetables,ECUADOR,Vegetables,2009,25.9
Frozen vegetables,BELGIUM,Vegetables,2009,10.1
Dried vegetables,CANADA,Vegetables,2009,102.7
Dried vegetables,CHINA (MAINLAND),Vegetables,2009,105.1
Dried vegetables,INDIA,Vegetables,2009,20
Dried vegetables,MEXICO,Vegetables,2009,34.9
Dried vegetables,NICARAGUA,Vegetables,2009,7
Prepared or preserved vegetables,CANADA,Vegetables,2009,772.1
Prepared or preserved vegetables,MEXICO,Vegetables,2009,253.1
Prepared or preserved vegetables,SPAIN,Vegetables,2009,269.7
Prepared or preserved vegetables,BELGIUM,Vegetables,2009,5.1
Prepared or preserved vegetables,PERU,Vegetables,2009,145.6
Prepared or preserved vegetables,CHINA (MAINLAND),Vegetables,2009,122
"Cheese, fresh or processed",ITALY,Dairy,2009,266.9
"Cheese, fresh or processed",FRANCE,Dairy,2009,140.7
"Cheese, fresh or processed",SPAIN,Dairy,2009,40.5
"Cheese, fresh or processed",NETHERLANDS,Dairy,2009,55.9
"Cheese, fresh or processed",SWITZERLAND,Dairy,2009,49.8
"Cheese, fresh or processed",IRELAND,Dairy,2009,29.6
"Cheese, fresh or processed",UNITED KINGDOM,Dairy,2009,28.4
"Yogurt, buttermilk, or whey",NEW ZEALAND,Dairy,2009,183.2
"Yogurt, buttermilk, or whey",CANADA,Dairy,2009,27.6
"Yogurt, buttermilk, or whey",FRANCE,Dairy,2009,0
"Yogurt, buttermilk, or whey",DENMARK,Dairy,2009,3.3
"Yogurt, buttermilk, or whey","GERMANY, FED. REPUBLIC",Dairy,2009,0.2
"Yogurt, buttermilk, or whey",MEXICO,Dairy,2009,0.8
"Yogurt, buttermilk, or whey",CHILE,Dairy,2009,0
Milk and cream,MEXICO,Dairy,2009,40.6
Milk and cream,CHILE,Dairy,2009,10
Milk and cream,NETHERLANDS,Dairy,2009,2.8
Milk and cream,CANADA,Dairy,2009,1.9
Milk and cream,NEW ZEALAND,Dairy,2009,8
Milk and cream,PERU,Dairy,2009,1.3
Butter or spreads,IRELAND,Dairy,2009,4
Butter or spreads,NEW ZEALAND,Dairy,2009,18.8
Butter or spreads,MEXICO,Dairy,2009,0
Butter or spreads,FRANCE,Dairy,2009,2.7
Butter or spreads,INDIA,Dairy,2009,0.8
Butter or spreads,CHILE,Dairy,2009,0
Fresh or chilled fruit,MEXICO,Fruits,2009,1991.7
Fresh or chilled fruit,PERU,Fruits,2009,79.7
Fresh or chilled fruit,CHILE,Fruits,2009,1270.4
Fresh or chilled fruit,GUATEMALA,Fruits,2009,588.6
Fresh or chilled fruit,COSTA RICA,Fruits,2009,646.1
Fresh or chilled fruit,ECUADOR,Fruits,2009,476.9
Fresh or chilled fruit,HONDURAS,Fruits,2009,201.4
Fresh or chilled fruit,COLOMBIA,Fruits,2009,237.9
Fresh or chilled fruit,CANADA,Fruits,2009,146.2
Fresh or chilled fruit,REPUBLIC OF SOUTH AFRICA,Fruits,2009,44
Bananas and plantains,GUATEMALA,Fruits,2009,447.9
Bananas and plantains,ECUADOR,Fruits,2009,438.1
Bananas and plantains,COSTA RICA,Fruits,2009,215.4
Bananas and plantains,COLOMBIA,Fruits,2009,237.4
Bananas and plantains,HONDURAS,Fruits,2009,157.1
Bananas and plantains,MEXICO,Fruits,2009,50.8
Frozen fruit,MEXICO,Fruits,2009,83.7
Frozen fruit,CANADA,Fruits,2009,106.2
Frozen fruit,CHILE,Fruits,2009,82.9
Frozen fruit,PERU,Fruits,2009,7.4
Frozen fruit,GUATEMALA,Fruits,2009,3.4
Frozen fruit,COSTA RICA,Fruits,2009,10.7
"Dried, prepared or preserved fruit",MEXICO,Fruits,2009,194.3
"Dried, prepared or preserved fruit",CHINA (MAINLAND),Fruits,2009,459.3
"Dried, prepared or preserved fruit",CANADA,Fruits,2009,137.2
"Dried, prepared or preserved fruit",THAILAND,Fruits,2009,282.9
"Dried, prepared or preserved fruit",SOUTH KOREA,Fruits,2009,15.4
"Dried, prepared or preserved fruit",CHILE,Fruits,2009,55.7
Fruit juices,BRAZIL,Fruits,2009,238.1
Fruit juices,MEXICO,Fruits,2009,172.7
Fruit juices,TURKEY,Fruits,2009,25.1
Fruit juices,THAILAND,Fruits,2009,41.8
Fruit juices,PHILIPPINES,Fruits,2009,58.2
Fruit juices,CANADA,Fruits,2009,48.9
Fruit juices,ARGENTINA,Fruits,2009,141.5
Fruit juices,CHINA (MAINLAND),Fruits,2009,356.9
Tree nuts,VIETNAM,Nuts,2009,246.3
Tree nuts,MEXICO,Nuts,2009,211.6
Tree nuts,PHILIPPINES,Nuts,2009,51.3
Tree nuts,CHINA (MAINLAND),Nuts,2009,82.6
Tree nuts,REPUBLIC OF SOUTH AFRICA,Nuts,2009,15.8
Tree nuts,BRAZIL,Nuts,2009,153.2
Tree nuts,THAILAND,Nuts,2009,10.6
Tree nuts,IVORY COAST,Nuts,2009,3.2
Tree nuts,KENYA,Nuts,2009,5
Cashew nuts,VIETNAM,Nuts,2009,245.9
Cashew nuts,IVORY COAST,Nuts,2009,2.5
Cashew nuts,BRAZIL,Nuts,2009,146.4
Cashew nuts,THAILAND,Nuts,2009,2.9
Cashew nuts,NIGERIA,Nuts,2009,2.9
Cashew nuts,INDIA,Nuts,2009,169.3
Cashew nuts,BENIN,Nuts,2009,0.2
Prepared tree nuts,VIETNAM,Nuts,2009,12
Prepared tree nuts,THAILAND,Nuts,2009,27.1
Prepared tree nuts,CANADA,Nuts,2009,12.3
Prepared tree nuts,MEXICO,Nuts,2009,7.8
Prepared tree nuts,INDIA,Nuts,2009,4
Prepared tree nuts,TURKEY,Nuts,2009,8.4
Prepared tree nuts,ISRAEL,Nuts,2009,7.3
Ground nuts,MEXICO,Nuts,2009,15.2
Ground nuts,CANADA,Nuts,2009,25.9
Ground nuts,ARGENTINA,Nuts,2009,12.6
Ground nuts,INDIA,Nuts,2009,0.5
Ground nuts,PARAGUAY,Nuts,2009,0
"Coffee beans, unroasted",BRAZIL,Coffee,2009,739.1
"Coffee beans, unroasted",COLOMBIA,Coffee,2009,686.4
"Coffee beans, unroasted",HONDURAS,Coffee,2009,74.4
"Coffee beans, unroasted",GUATEMALA,Coffee,2009,339.3
"Coffee beans, unroasted",NICARAGUA,Coffee,2009,111.5
"Coffee beans, unroasted",VIETNAM,Coffee,2009,257
"Coffee, roasted and instant",SWITZERLAND,Coffee,2009,27.4
"Coffee, roasted and instant",CANADA,Coffee,2009,169.1
"Coffee, roasted and instant",ITALY,Coffee,2009,39.8
"Coffee, roasted and instant",COLOMBIA,Coffee,2009,29.9
"Coffee, roasted and instant",MEXICO,Coffee,2009,13.6
Coffee extracts and preparations,MEXICO,Coffee,2009,93.1
Coffee extracts and preparations,COLOMBIA,Coffee,2009,66.1
Coffee extracts and preparations,BRAZIL,Coffee,2009,71.3
Coffee extracts and preparations,INDIA,Coffee,2009,3.9
Tea and mate,JAPAN,Coffee,2009,21.9
Tea and mate,CHINA (MAINLAND),Coffee,2009,66.8
Tea and mate,CANADA,Coffee,2009,91.4
Tea and mate,INDIA,Coffee,2009,50.3
Spices,INDIA,Coffee,2009,96.5
Spices,VIETNAM,Coffee,2009,55.9
Spices,CHINA (MAINLAND),Coffee,2009,80.1
Spices,MADAGASCAR (MALAGASY),Coffee,2009,28.6
Spices,MEXICO,Coffee,2009,40
Spices,SPAIN,Coffee,2009,41.6
Spices,PERU,Coffee,2009,45.6
Spices,INDONESIA,Coffee,2009,100.2
Bulk grains,CANADA,Grains,2009,1152.6
Bulk grains,THAILAND,Grains,2009,364.7
Bulk grains,INDIA,Grains,2009,112.9
Bulk grains,"GERMANY, FED. REPUBLIC",Grains,2009,10.6
Bulk grains,POLAND,Grains,2009,0.3
Bulk grains,ARGENTINA,Grains,2009,2.2
Bulk grains,BRAZIL,Grains,2009,19
Wheat and products,CANADA,Grains,2009,821.7
Wheat and products,AUSTRALIA,Grains,2009,103.7
Wheat and products,POLAND,Grains,2009,44.6
Wheat and products,"GERMANY, FED. REPUBLIC",Grains,2009,26
Rice and products,THAILAND,Grains,2009,364.7
Rice and products,INDIA,Grains,2009,112.4
Rice and products,PAKISTAN,Grains,2009,21.1
Rice and products,CHINA (MAINLAND),Grains,2009,4.6
Milled grain products,CANADA,Grains,2009,496.6
Milled grain products,AUSTRALIA,Grains,2009,105.3
Milled grain products,MEXICO,Grains,2009,42.2
Milled grain products,"GERMANY, FED. REPUBLIC",Grains,2009,51.7
Milled grain products,TURKEY,Grains,2009,0.3
Milled grain products,THAILAND,Grains,2009,17.1
Milled grain products,NETHERLANDS,Grains,2009,29
Cereal and bakery foods,CANADA,Grains,2009,1941.8
Cereal and bakery foods,MEXICO,Grains,2009,605.4
Cereal and bakery foods,ITALY,Grains,2009,299.8
Cereal and bakery foods,SOUTH KOREA,Grains,2009,65.9
Cereal and bakery foods,FRANCE,Grains,2009,48.1
Cereal and bakery foods,THAILAND,Grains,2009,84.9
Cereal and bakery foods,"GERMANY, FED. REPUBLIC",Grains,2009,94.6
Crude vegetable oils,CANADA,VegetablesOil,2009,369
Crude vegetable oils,PHILIPPINES,VegetablesOil,2009,143.5
Crude vegetable oils,ARGENTINA,VegetablesOil,2009,26.5
Crude vegetable oils,MEXICO,VegetablesOil,2009,20.7
Crude vegetable oils,INDONESIA,VegetablesOil,2009,103.8
Crude vegetable oils,SPAIN,VegetablesOil,2009,0.1
Refined vegetable oils,CANADA,VegetablesOil,2009,589.3
Refined vegetable oils,INDONESIA,VegetablesOil,2009,81
Refined vegetable oils,ITALY,VegetablesOil,2009,526.9
Refined vegetable oils,SPAIN,VegetablesOil,2009,166.7
Refined vegetable oils,MEXICO,VegetablesOil,2009,20.7
Refined vegetable oils,TURKEY,VegetablesOil,2009,23.9
Olive oil,SPAIN,VegetablesOil,2009,164
Olive oil,ITALY,VegetablesOil,2009,517.3
Olive oil,TUNISIA,VegetablesOil,2009,97.1
Olive oil,TURKEY,VegetablesOil,2009,23
Olive oil,GREECE,VegetablesOil,2009,19
Tropical oils,INDONESIA,VegetablesOil,2009,184.8
Tropical oils,PHILIPPINES,VegetablesOil,2009,265
Tropical oils,MALAYSIA,VegetablesOil,2009,822.6
Tropical oils,COLOMBIA,VegetablesOil,2009,4.7
Tropical oils,SRI LANKA,VegetablesOil,2009,3.2
Tropical oils,MEXICO,VegetablesOil,2009,2.6
Oilseeds,CANADA,VegetablesOil,2009,454.2
Oilseeds,BRAZIL,VegetablesOil,2009,0.9
Oilseeds,ARGENTINA,VegetablesOil,2009,12
Oilseeds,CHILE,VegetablesOil,2009,26.5
Oilseeds,INDIA,VegetablesOil,2009,47.6
Oilseeds,BULGARIA,VegetablesOil,2009,1.3
"Sugar, cane and beet",MEXICO,Sweets,2009,519.3
"Sugar, cane and beet",BRAZIL,Sweets,2009,90.3
"Sugar, cane and beet",GUATEMALA,Sweets,2009,100
"Sugar, cane and beet",EL SALVADOR,Sweets,2009,63.6
"Sugar, cane and beet",COLOMBIA,Sweets,2009,53.2
"Sugar, cane and beet",DOMINICAN REPUBLIC,Sweets,2009,81.4
"Sugar, cane and beet",AUSTRALIA,Sweets,2009,64.9
Other sweeteners and syrups,CANADA,Sweets,2009,260.1
Other sweeteners and syrups,MEXICO,Sweets,2009,34
Other sweeteners and syrups,INDIA,Sweets,2009,30.3
Other sweeteners and syrups,ARGENTINA,Sweets,2009,32.6
Other sweeteners and syrups,BRAZIL,Sweets,2009,49.3
Other sweeteners and syrups,NEW ZEALAND,Sweets,2009,3.6
Confections,MEXICO,Sweets,2009,349.8
Confections,CANADA,Sweets,2009,365.9
Confections,"GERMANY, FED. REPUBLIC",Sweets,2009,38.2
Confections,TURKEY,Sweets,2009,24.4
Confections,SPAIN,Sweets,2009,28.2
Confections,CHINA (MAINLAND),Sweets,2009,116.1
Confections,SWITZERLAND,Sweets,2009,21.2
Confections,THAILAND,Sweets,2009,21
Cocoa beans,IVORY COAST,Cocoa,2009,499.4
Cocoa beans,ECUADOR,Cocoa,2009,172.5
Cocoa beans,GHANA,Cocoa,2009,55.2
Cocoa beans,DOMINICAN REPUBLIC,Cocoa,2009,99.5
Cocoa beans,PAPUA NEW GUINEA,Cocoa,2009,38.6
Cocoa beans,NIGERIA,Cocoa,2009,42.5
"Cocoa paste, butter, and powder",IVORY COAST,Cocoa,2009,130
"Cocoa paste, butter, and powder",INDONESIA,Cocoa,2009,99.3
"Cocoa paste, butter, and powder",MALAYSIA,Cocoa,2009,239.6
"Cocoa paste, butter, and powder",NETHERLANDS,Cocoa,2009,154.5
"Cocoa paste, butter, and powder",GHANA,Cocoa,2009,32.2
"Cocoa paste, butter, and powder",ECUADOR,Cocoa,2009,10.5
"Cocoa paste, butter, and powder",CANADA,Cocoa,2009,19.9
"Cocoa paste, butter, and powder",SPAIN,Cocoa,2009,13.9
Chocolate,CANADA,Cocoa,2009,627.4
Chocolate,MEXICO,Cocoa,2009,302.9
Chocolate,BELGIUM,Cocoa,2009,76.5
Chocolate,"GERMANY, FED. REPUBLIC",Cocoa,2009,65.8
Chocolate,POLAND,Cocoa,2009,14.4
Chocolate,ITALY,Cocoa,2009,23.4
Chocolate,SWITZERLAND,Cocoa,2009,44.9
Chocolate,CROATIA,Cocoa,2009,1.4
"Sauces, soups, prepared foods",SINGAPORE,Other,2009,5.4
"Sauces, soups, prepared foods",CANADA,Other,2009,857.5
"Sauces, soups, prepared foods",ITALY,Other,2009,167.9
"Sauces, soups, prepared foods",MEXICO,Other,2009,237.4
"Sauces, soups, prepared foods",CHINA (MAINLAND),Other,2009,107.3
"Sauces, soups, prepared foods",THAILAND,Other,2009,152.1
"Sauces, soups, prepared foods","GERMANY, FED. REPUBLIC",Other,2009,72.4
"Sauces, soups, prepared foods",SOUTH KOREA,Other,2009,51.4
Essential oils,IRELAND,Other,2009,1742.3
Essential oils,BRAZIL,Other,2009,36.5
Essential oils,MEXICO,Other,2009,33
Essential oils,INDIA,Other,2009,110.5
Essential oils,FRANCE,Other,2009,61.5
Essential oils,CANADA,Other,2009,39.7
Essential oils,ITALY,Other,2009,11.9
Essential oils,CHINA (MAINLAND),Other,2009,31.8
Animal and other fats,CANADA,Other,2009,149.7
Animal and other fats,AUSTRALIA,Other,2009,0.7
Animal and other fats,BRAZIL,Other,2009,0.5
Animal and other fats,MEXICO,Other,2009,23.9
Animal and other fats,VIETNAM,Other,2009,0
Animal and other fats,URUGUAY,Other,2009,0
Animal and other fats,ARGENTINA,Other,2009,6.2
Animal and other fats,NORWAY,Other,2009,38.1
Other edible products,INDIA,Other,2009,177
Other edible products,CHINA (MAINLAND),Other,2009,137.2
Other edible products,CANADA,Other,2009,94.5
Other edible products,MEXICO,Other,2009,105.3
Other edible products,FRANCE,Other,2009,81.8
Other edible products,SPAIN,Other,2009,35.2
Other edible products,ITALY,Other,2009,16.1
Other edible products,"GERMANY, FED. REPUBLIC",Other,2009,61.2
Wine,FRANCE,Beverages,2009,968.8
Wine,ITALY,Beverages,2009,1197.3
Wine,NEW ZEALAND,Beverages,2009,152.6
Wine,SPAIN,Beverages,2009,248.1
Wine,AUSTRALIA,Beverages,2009,638.6
Wine,ARGENTINA,Beverages,2009,215.6
Wine,CANADA,Beverages,2009,9.1
Malt beer,MEXICO,Beverages,2009,1519.9
Malt beer,NETHERLANDS,Beverages,2009,957.3
Malt beer,IRELAND,Beverages,2009,144.3
Malt beer,CANADA,Beverages,2009,190.6
Malt beer,"GERMANY, FED. REPUBLIC",Beverages,2009,127.8
Malt beer,BELGIUM,Beverages,2009,121.3
Malt beer,ITALY,Beverages,2009,25.5
Nonalcoholic beverages,MEXICO,Beverages,2009,243.7
Nonalcoholic beverages,CANADA,Beverages,2009,102.6
Nonalcoholic beverages,ITALY,Beverages,2009,120.8
Nonalcoholic beverages,AUSTRIA,Beverages,2009,332.2
Nonalcoholic beverages,SWITZERLAND,Beverages,2009,403.8
Nonalcoholic beverages,FRANCE,Beverages,2009,98.5
Liquors and liqueurs,MEXICO,Beverages,2009,569.2
Liquors and liqueurs,FRANCE,Beverages,2009,1301.2
Liquors and liqueurs,UNITED KINGDOM,Beverages,2009,1015.1
Liquors and liqueurs,CANADA,Beverages,2009,273.5
Liquors and liqueurs,NETHERLANDS,Beverages,2009,199.7
Liquors and liqueurs,IRELAND,Beverages,2009,259.5
Liquors and liqueurs,ITALY,Beverages,2009,151.1
Liquors and liqueurs,SWEDEN,Beverages,2009,418.5
"Bovine animals, live",CANADA,Animals,2010,1068.1
"Bovine animals, live",MEXICO,Animals,2010,522.2
"Swine, live",CANADA,Animals,2010,349.6
